nct_id,intervention_seq,intervention_type,intervention_name,description
NCT01724970,2,DEVICE,Supreme LMA,Patients will be ventilated with SLMA
NCT01242241,1,DRUG,Propofol,Each Obese child/subject in this group will receive a predetermined dose of propofol ranging from 1.0mg/kg to 4.25mg/kg to induce loss of consciousness depending on the response (presence or absence of lash reflex) of the preceding patient to his/her assigned dose (biased coin design)
NCT01242241,2,DRUG,Propofol,This arm of patients(non-obese)will act as the control group for the obese children. Each non-obese child/subject will receive a predetermined dose of propofol from a range of 1.0mg/kg to 4.25mg/kg depending on the response of the previous patient to their assigned dose( biased coin design)
NCT00737347,1,BEHAVIORAL,Lifestyle modification,"lifestyle intervention includes meal planning, food preparation, food label reading, dining out, and physical activity counseling"
NCT05064735,1,DRUG,semaglutide 2.4 mg,semaglutide subcutaneous (s.c.) 2.4 mg once-weekly or semaglutide placebo once-weekly as adjunct to a reduced-calorie diet and increased physical activity
NCT05064735,2,DRUG,semaglutide 2.4 mg (placebo),semaglutide subcutanous (s.c.) 2.4 mg once-weekly or semaglutide placebo once-weekly as adjunct to a reduced-calorie diet and increased physical activity
NCT04697381,1,BIOLOGICAL,somatropin - GH naïve pediatric cohort,somatropin 0.245 mg/kg/week
NCT04697381,2,BIOLOGICAL,somatropin - GH treated cohort,somatropin 0.084 mg/kg/week
NCT04697381,3,BIOLOGICAL,somatropin - adult cohort,somatropin 0.084 mg/kg/week
NCT00541567,1,DRUG,ibipinabant,"oral, tablet, once daily"
NCT05457530,1,DRUG,DOR/3TC/TDF,"100 mg of doravirine (DOR), 300 mg of lamivudine (3TC), and 300 mg of TDF"
NCT05457530,2,COMBINATION_PRODUCT,DOR + FTC/TAF,100 mg of doravirine + 200 mg emtricitabine (FTC) and 25 mg of tenofovir alefenamide fumerate (TAF)
NCT05457530,3,DRUG,BIC/FTC/TAF,"Bictegravir sodium 50 mg, emtricitabine 200mg, tenofovir alefenamide fumerate 25mg"
NCT02527200,1,DRUG,liraglutide,Injected s.c./ subcutaneously (under the skin) This trial consists of a part A and a part B. Part A of the trial is conducted in obese adolescents with PWS. Part B of the trial is conducted in obese children with PWS. Entry into part A and part B of the trial will be sequential.
NCT02527200,2,DRUG,placebo,Injected s.c./ subcutaneously (under the skin) This trial consists of a part A and a part B. Part A of the trial is conducted in obese adolescents with PWS. Part B of the trial is conducted in obese children with PWS. Entry into part A and part B of the trial will be sequential.
NCT05649137,1,DRUG,Semaglutide,"Participants will receive once-weekly s.c. injections of semaglutide in escalating doses (0.25 mg, 0.5 mg, 1.0 mg, 1.7 mg, 2.4 mg and 7.2 mg) every fourth week. Treatment will be continued on the maintenance dose of 7.2 mg once-weekly for an additional 52 weeks. Injections may be administered in the thigh, abdomen, or upper arm, at any time of day irrespective of meals."
NCT05649137,2,DRUG,Semaglutide,"Participants will receive once-weekly s.c. injections of semaglutide in escalating doses (0.25 mg, 0.5 mg, 1.0 mg, 1.7 mg, and 2.4 mg) every fourth week. Treatment will be continued on the maintenance dose of 2.4 mg once-weekly for an additional 52 weeks. Injections may be administered in the thigh, abdomen, or upper arm, at any time of day irrespective of meals."
NCT05649137,3,DRUG,Placebo,"Participants will receive once-weekly s.c. injection of placebo matched to semaglutide for 72 weeks. Injections may be administered in the thigh, abdomen, or upper arm, at any time of day irrespective of meals."
NCT07282600,1,DRUG,Eloralintide,Administered SC
NCT07282600,2,DRUG,Placebo,Administered SC
NCT00823992,1,DRUG,placebo,sc once weekly
NCT00823992,2,DRUG,taspoglutide,"10mg sc once weekly for 4 weeks, then 20mg sc once weekly"
NCT01607177,1,BEHAVIORAL,Daily text message reminders,Daily text message reminders to motivate patients to exercise in conjunction with an exercise information sheet.
NCT07629544,1,DRUG,DA-302168S,"A small molecule GLP-1R agonist tablet, orally administration, once daily"
NCT07629544,2,DRUG,DA-302168S,"A small molecule GLP-1R agonist tablet, orally administration, once daily"
NCT07629544,3,DRUG,Placebo,Matching placebo tablet will be provided
NCT01552642,1,BEHAVIORAL,face-to-face meetings and access to a website,The intervention group will have 6 weekly face-to-face meetings and will have access to a website.
NCT00038727,1,BEHAVIORAL,DPPOS Group Lifestyle,Quarterly group lifestyle sessions
NCT00038727,2,DRUG,Metformin,"Administered as 850mg twice per day, masked in DPP and open label in DPPOS"
NCT00038727,3,BEHAVIORAL,DPPOS Boost Lifestyle,"In addition to quarterly group, 2 additional classes per year and an annual 15 minute check-up."
NCT00038727,4,BEHAVIORAL,Intensive Lifestyle Group Session,16 session curriculum in group format. In DPP delivered to ILS as individual sessions
NCT06937086,1,DRUG,Mirikizumab,Administered IV
NCT06937086,2,DRUG,Mirikizumab,Administered SC
NCT06937086,3,DRUG,Tirzepatide,Administered SC
NCT06937086,4,DRUG,Placebo,Administered SC
NCT02147041,1,DRUG,EGCG(Epigallocatechin Gallate),"500mg, three times a day, duration:12 weeks"
NCT02147041,2,DRUG,Placebo,
NCT02227420,1,DRUG,Anakinra,Anakinra 100mg s.c. x 5
NCT07648225,1,DRUG,UBT251 Injection 4.0 mg,UBT251 Injection subcutaneously once weekly
NCT07648225,2,DRUG,UBT251 Injection 6.0 mg,UBT251 Injection and UBT251 Injection Placebo subcutaneously once weekly
NCT07648225,3,DRUG,UBT251 Injection Placebo 4.0 mg,UBT251 Injection placebo subcutaneously once weekly
NCT07648225,4,DRUG,UBT251 Injection Placebo 6.0 mg,UBT251 Injection placebo subcutaneously once weekly
NCT04660643,1,DRUG,Tirzepatide,Administered SC
NCT04660643,2,OTHER,Placebo,Administered SC
NCT00395135,1,DRUG,Lorcaserin 10 mg BID,Lorcaserin 10 mg tablet each morning and evening for a duration of 52 or 104 weeks.
NCT00395135,2,DRUG,Matching Placebo BID,Matching placebo tablet each morning and evening for a duration of 52 or 104 weeks.
NCT06174779,1,DRUG,HM11260C,Test drug
NCT06174779,2,DRUG,Placebo,Placebo drug
NCT04131582,1,COMBINATION_PRODUCT,Linagliptin + metformin and Empagliflozin + metformin,"Linagliptin-Metformin 2.5/850mg once daily, Empagliflozin-Metformin 12.5/850mg one daily plus a lifestyle modification program based on nutritional assesment, physical activity prescription and general counseling"
NCT04131582,2,DRUG,Metformin,"Metformin 850mg twice daily plus a lifestyle modification program based on nutritional assesment, physical activity prescription and general counseling"
NCT07321886,1,DRUG,Eloralintide,Administered SC
NCT07321886,2,DRUG,Placebo,Administered SC
NCT03287960,1,DRUG,Setmelanotide,Once daily subcutaneous injection
NCT03287960,2,DRUG,Placebo,Once daily subcutaneous injection
NCT06948435,1,DRUG,Orforglipron,Administered orally
NCT06948435,2,DRUG,Placebo,placebo administered.
NCT00123526,1,BEHAVIORAL,Diet,"Participants will also follow a healthy diet, characterized by higher intakes of fruits, vegetables, fish, poultry, legumes, and whole grains. Participants will consume less high fat foods and refined grains, and reduce their total caloric intake through smaller portion sizes."
NCT00123526,2,BEHAVIORAL,Physical Activity,"The intervention will promote active living, in which physical activity is incorporated into each participants' daily routine."
NCT01601704,1,DRUG,NB32,Naltrexone SR 32 mg/Bupropion SR 360 mg/day. Administered in addition to the weight management program.
NCT01601704,2,DRUG,PBO,Placebo. Administered in addition to the weight management program.
NCT01601704,3,BEHAVIORAL,Weight Management Program,A comprehensive weight management program will be administered in addition to the subject's study medication assignment. The program includes internet counseling by an accredited health and fitness professional and a nutrition and exercise program with goal setting and educational and tracking tools.
NCT00234832,1,DRUG,Sibutramine hydrochloride,"One 10 mg tablet QD plus country-specific standard care for weight management. (During the Treatment Period, the dose could have been titrated up to 15 mg at the investigator's discretion.)"
NCT00234832,2,DRUG,Placebo,"1 tablet QD plus country-specific standard care for weight management (During the Treatment Period, the dose could have been titrated up to 15 mg at the investigator's discretion.)"
NCT00234832,3,DRUG,Sibutramine hydrochloride,10 mg tablet QD during the 6-week Lead-in Period plus country-specific standard care for weight management
NCT00414505,1,DEVICE,Intradermal Acupuncture Treatment,
NCT06214741,1,DRUG,survodutide,once weekly subcutaneous injection
NCT06214741,2,DRUG,Placebo matching BI 456906,Once weekly subcutaneous injection
NCT06987383,1,DRUG,Vibegron,A drug in a class of medications called beta-3 adrenergic agonists; approved for use with Overactive Bladder; 75mg tablets will be used in this study
NCT06987383,2,DRUG,Placebo,Tablets made of inert substance that looks like the vibegron tablets but has no therapeutic value
NCT04847557,1,DRUG,Tirzepatide,Administered SC
NCT04847557,2,OTHER,Placebo,Administered SC
NCT04251156,1,DRUG,Semaglutide,"Semaglutide administered subcutaneously (s.c., under the skin) as well as diet and physical activity counselling for 44 weeks. Doses gradually increased to 2.4 mg"
NCT04251156,2,DRUG,Placebo (semaglutide),Semaglutide placebo administered s.c. as an adjunct to a reduced-calorie diet and increased physical activity regimen for 44 weeks
NCT00481975,1,DRUG,rimonabant (SR141716),
NCT07197034,1,DRUG,ARD-101,"200 mg BID (twice per day) for 1 week, 400 mg BID for 1 week, 800 mg BID for 50 weeks"
NCT00976937,1,DRUG,Lixisenatide (AVE0010),Self-administered by subcutaneous injections once daily within the hour preceding breakfast.
NCT00976937,2,DRUG,Lixisenatide Placebo,Self-administered by subcutaneous injections once daily within the hour preceding breakfast.
NCT00976937,3,DEVICE,Pen auto-injector,
NCT00976937,4,DRUG,Sitagliptin,Administered orally once a day in the morning with or without food at approximately the same time each day.
NCT00976937,5,DRUG,Sitagliptin Placebo,Administered orally once a day in the morning with or without food at approximately the same time each day.
NCT00976937,6,DRUG,Metformin,Metformin to be continued at stable dose (at least 1.5 gram per day) up to Week 24.
NCT00746902,1,DEVICE,nCPAP,Active nCPAP
NCT07285902,1,DRUG,HRS9531 injection,HRS9531 injection
NCT07285902,2,DRUG,Semaglutide Injection,Semaglutide Injection
NCT05803421,1,DRUG,Orforglipron,Administered orally once daily
NCT05803421,2,DRUG,Insulin Glargine,Administered SC once daily
NCT06950138,1,DRUG,Triticum aestivum,"During the intervention period, the aim is to evaluate changes in the patient's vascular function."
NCT06950138,2,DRUG,calcined magnesia,"During the intervention period, the aim is to evaluate changes in the patient's vascular function."
NCT00993278,1,DIETARY_SUPPLEMENT,Low-Carbohydrate (Modified Atkins) Diet,Low-Carbohydrate (Modified Atkins) Diet
NCT00993278,2,DIETARY_SUPPLEMENT,Low-Fat (Heart Healthy) Diet,Low-Fat (Heart Healthy) Diet
NCT07434050,1,DRUG,XW003 injection,subcutaneous injection
NCT07434050,2,DRUG,placebo with matching volume,subcutaneous injection
NCT04134650,1,COMBINATION_PRODUCT,Linagliptin + metformin,"Linagliptin-Metformin 2.5/1700mg daily plus a lifestyle modification program based on nutritional assesment, physical activity prescription and general counseling"
NCT04134650,2,DRUG,Metformin,"Metformin 1700mg daily plus a lifestyle modification program based on nutritional assesment, physical activity prescription and general counseling"
NCT00553852,1,DRUG,Recombinant GH Saizen (Merck-Serono),Treatment will start at the initial dose 0.15-0.30 mg/day; dose adjustment will be performed according to IGF-I levels. The duration of medical treatment is 6 months.
NCT01258114,1,OTHER,SPA treatment (ST),"Drug: spa treatment soon after randomization :

Spa treatment of 18 days. Spa treatment : the most adapted to the concerned pathology and common to all of spa resorts (mineral water drinking, bath with automatic air (bubble bathing), mud body wrapping, manual massages, water exercises ;

* nutritional counseling (french nutritional recommendations booklet) ;
* caloric restriction and physical training on demand (non mandatory)."
NCT01258114,2,OTHER,Non SPA treatment (NST),"Drug: General practitioner (GP) counselling After randomisation Verbal and/or written advice based on the ""French national guidelines for a healthy life style"" brochure (given to the patient by the GP at baseline)"
NCT00299325,1,DRUG,Rimonabant,"Tablet, oral administration"
NCT00299325,2,DRUG,Placebo (for Rimonabant),"Tablet, oral administration"
NCT00299325,3,OTHER,Mild hypocaloric diet,Calculated by the dietitian based on the estimated basal metabolism rate and the physical activity
NCT01855217,1,DRUG,Sugammadex,1 mg/kg total BW based sugammadex reversal of deep block
NCT01855217,2,DRUG,Sugammadex,1 mg/kg ideal BW based sugammadex reversal of deep block
NCT01855217,3,DRUG,Placebo,"0,9% NaCl"
NCT02786108,1,PROCEDURE,left gastric artery embolization,
NCT02786108,2,BEHAVIORAL,healthy diet and exercise,
NCT02398188,1,DRUG,LIPO-202,
NCT02398188,2,DRUG,Placebo,
NCT06939296,1,DRUG,VCT220,"A small molecule GLP-1R drug, film coated tablet"
NCT06939296,2,DRUG,Placebo,Placebo tablets
NCT06885021,1,DRUG,"HDM1002 200mg, oral, once daily, 52 weeks","HDM1002 200mg, oral, once daily, 52 weeks"
NCT06885021,2,DRUG,"HDM1002 400mg, oral, once daily, 52 weeks","HDM1002 400mg, oral, once daily, 52 weeks"
NCT06885021,3,DRUG,"HDM1002 placebo, oral, once daily, 52 weeks","HDM1002 placebo, oral, once daily, 52 weeks"
NCT02008474,1,BEHAVIORAL,Online weight loss + incentives for behavior 3 months,Participants will receive monetary incentives for submitting their behavior change information into a study website
NCT02008474,2,BEHAVIORAL,Online weight loss + incentives for weight loss at month 3,Participants will receive an incentive for meeting their weight loss goal at month 3.
NCT02008474,3,BEHAVIORAL,Online weight loss + Incentives for behavior 12 months,Participants will receive incentives for submitting behavior change information over the course of 12 months.
NCT02008474,4,BEHAVIORAL,Online weight loss + Incentives for weight loss 12 months,Participants will be receive monetary incentives for reaching their weight loss goal at months 3 and 12.
NCT07357766,1,DRUG,Cagrisema,Cagrisema (Cagrilintide and Semaglutide) will be administered subcutaneously using device 1 or device 2.
NCT07357766,2,DRUG,Placebo CagriSema,Placebo matched to Cagrilintide and Placebo matched to Semaglutide will be administered subcutaneously using device 1 or device 2.
